Location.1,Values,Educational Attainment,Year
Marshall County,3.5%,Graduate or professional degree,2016
Marshall County,42.1%,High school graduate (includes equivalency),2016
Marshall County,6.6%,Less than 9th grade,2016
Marshall County,7.5%,Associate's degree,2016
Marshall County,84.0%,Percent high school graduate or higher,2016
Marshall County,9.3%,"9th to 12th grade, no diploma",2016
Maury County,13.1%,Bachelor's degree,2016
Maury County,19.6%,Percent bachelor's degree or higher,2016
Maury County,23.5%,"Some college, no degree",2016
Maury County,36.0%,High school graduate (includes equivalency),2016
Maury County,4.5%,Less than 9th grade,2016
Maury County,"58,817",Population 25 years and over,2016
Maury County,6.5%,Graduate or professional degree,2016
Maury County,7.3%,"9th to 12th grade, no diploma",2016
Maury County,88.2%,Percent high school graduate or higher,2016
Maury County,9.1%,Associate's degree,2016
McMinn County,10.5%,"9th to 12th grade, no diploma",2016
McMinn County,13.7%,Percent bachelor's degree or higher,2016
McMinn County,18.0%,"Some college, no degree",2016
McMinn County,"36,650",Population 25 years and over,2016
McMinn County,4.8%,Graduate or professional degree,2016
McMinn County,43.8%,High school graduate (includes equivalency),2016
McMinn County,6.4%,Less than 9th grade,2016
McMinn County,7.7%,Associate's degree,2016
McMinn County,8.9%,Bachelor's degree,2016
McMinn County,83.2%,Percent high school graduate or higher,2016
McNairy County,10.7%,"9th to 12th grade, no diploma",2016
McNairy County,11.0%,Percent bachelor's degree or higher,2016
McNairy County,"18,163",Population 25 years and over,2016
McNairy County,18.9%,"Some college, no degree",2016
McNairy County,3.4%,Graduate or professional degree,2016
McNairy County,44.7%,High school graduate (includes equivalency),2016
McNairy County,6.1%,Associate's degree,2016
McNairy County,7.6%,Bachelor's degree,2016
McNairy County,8.6%,Less than 9th grade,2016
McNairy County,80.7%,Percent high school graduate or higher,2016
Meigs County,12.7%,"9th to 12th grade, no diploma",2016
Meigs County,19.4%,"Some college, no degree",2016
Meigs County,4.2%,Graduate or professional degree,2016
Meigs County,4.6%,Bachelor's degree,2016
Meigs County,44.2%,High school graduate (includes equivalency),2016
Meigs County,6.4%,Associate's degree,2016
Meigs County,78.9%,Percent high school graduate or higher,2016
Meigs County,"8,500",Population 25 years and over,2016
Meigs County,8.5%,Less than 9th grade,2016
Meigs County,8.8%,Percent bachelor's degree or higher,2016
Monroe County,10.1%,Less than 9th grade,2016
Monroe County,10.7%,"9th to 12th grade, no diploma",2016
Monroe County,12.2%,Percent bachelor's degree or higher,2016
Monroe County,17.0%,"Some college, no degree",2016
Monroe County,"31,986",Population 25 years and over,2016
Monroe County,4.1%,Graduate or professional degree,2016
Monroe County,43.0%,High school graduate (includes equivalency),2016
Monroe County,7.0%,Associate's degree,2016
Monroe County,79.1%,Percent high school graduate or higher,2016
Monroe County,8.0%,Bachelor's degree,2016
Montgomery County,"115,734",Population 25 years and over,2016
Montgomery County,17.3%,Bachelor's degree,2016
Montgomery County,2.3%,Less than 9th grade,2016
Montgomery County,25.3%,Percent bachelor's degree or higher,2016
Montgomery County,27.5%,"Some college, no degree",2016
Montgomery County,30.5%,High school graduate (includes equivalency),2016
Montgomery County,5.4%,"9th to 12th grade, no diploma",2016
Montgomery County,8.0%,Graduate or professional degree,2016
Montgomery County,8.9%,Associate's degree,2016
Montgomery County,92.2%,Percent high school graduate or higher,2016
Moore County,11.7%,Bachelor's degree,2016
Moore County,17.2%,Percent bachelor's degree or higher,2016
Moore County,21.2%,"Some college, no degree",2016
Moore County,"4,645",Population 25 years and over,2016
Moore County,40.5%,High school graduate (includes equivalency),2016
Moore County,5.6%,Graduate or professional degree,2016
Moore County,5.7%,Less than 9th grade,2016
Moore County,7.2%,Associate's degree,2016
Moore County,8.1%,"9th to 12th grade, no diploma",2016
Moore County,86.1%,Percent high school graduate or higher,2016
Morgan County,13.1%,"9th to 12th grade, no diploma",2016
Morgan County,"15,533",Population 25 years and over,2016
Morgan County,17.5%,"Some college, no degree",2016
Morgan County,2.8%,Graduate or professional degree,2016
Morgan County,4.7%,Bachelor's degree,2016
Morgan County,48.4%,High school graduate (includes equivalency),2016
Morgan County,6.3%,Associate's degree,2016
Morgan County,7.2%,Less than 9th grade,2016
Morgan County,7.5%,Percent bachelor's degree or higher,2016
Morgan County,79.8%,Percent high school graduate or higher,2016
Obion County,10.0%,Bachelor's degree,2016
Obion County,16.6%,Percent bachelor's degree or higher,2016
Obion County,20.1%,"Some college, no degree",2016
Obion County,"21,585",Population 25 years and over,2016
Obion County,4.3%,Associate's degree,2016
Obion County,41.9%,High school graduate (includes equivalency),2016
Obion County,6.6%,Graduate or professional degree,2016
Obion County,8.3%,Less than 9th grade,2016
Obion County,8.8%,"9th to 12th grade, no diploma",2016
Obion County,82.9%,Percent high school graduate or higher,2016
Overton County,12.0%,Less than 9th grade,2016
Overton County,13.8%,Percent bachelor's degree or higher,2016
Overton County,"15,393",Population 25 years and over,2016
Overton County,15.2%,"Some college, no degree",2016
Overton County,4.9%,Graduate or professional degree,2016
Overton County,44.4%,High school graduate (includes equivalency),2016
Overton County,5.0%,Associate's degree,2016
Overton County,78.4%,Percent high school graduate or higher,2016
Overton County,9.0%,Bachelor's degree,2016
Overton County,9.6%,"9th to 12th grade, no diploma",2016
Perry County,15.8%,"9th to 12th grade, no diploma",2016
Perry County,19.3%,"Some college, no degree",2016
Perry County,2.7%,Graduate or professional degree,2016
Perry County,4.8%,Associate's degree,2016
Perry County,41.3%,High school graduate (includes equivalency),2016
Perry County,"5,545",Population 25 years and over,2016
Perry County,7.1%,Bachelor's degree,2016
Perry County,75.2%,Percent high school graduate or higher,2016
Perry County,9.0%,Less than 9th grade,2016
Perry County,9.8%,Percent bachelor's degree or higher,2016
Pickett County,10.1%,"9th to 12th grade, no diploma",2016
Pickett County,12.6%,Less than 9th grade,2016
Pickett County,20.1%,"Some college, no degree",2016
Pickett County,"3,868",Population 25 years and over,2016
Pickett County,4.0%,Bachelor's degree,2016
Pickett County,42.1%,High school graduate (includes equivalency),2016
Pickett County,5.3%,Graduate or professional degree,2016
Pickett County,5.9%,Associate's degree,2016
Pickett County,77.3%,Percent high school graduate or higher,2016
Pickett County,9.2%,Percent bachelor's degree or higher,2016
Polk County,11.1%,"9th to 12th grade, no diploma",2016
Polk County,"12,014",Population 25 years and over,2016
Polk County,19.6%,"Some college, no degree",2016
Polk County,3.4%,Graduate or professional degree,2016
Polk County,41.8%,High school graduate (includes equivalency),2016
Polk County,6.3%,Bachelor's degree,2016
Polk County,7.9%,Associate's degree,2016
Polk County,79.0%,Percent high school graduate or higher,2016
Polk County,9.7%,Percent bachelor's degree or higher,2016
Polk County,9.9%,Less than 9th grade,2016
Putnam County,15.9%,Bachelor's degree,2016
Putnam County,17.7%,"Some college, no degree",2016
Putnam County,24.4%,Percent bachelor's degree or higher,2016
Putnam County,38.2%,High school graduate (includes equivalency),2016
Putnam County,4.9%,Associate's degree,2016
Putnam County,"47,571",Population 25 years and over,2016
Putnam County,6.9%,Less than 9th grade,2016
Putnam County,7.9%,"9th to 12th grade, no diploma",2016
Putnam County,8.5%,Graduate or professional degree,2016
Putnam County,85.2%,Percent high school graduate or higher,2016
Rhea County,13.2%,Percent bachelor's degree or higher,2016
Rhea County,14.2%,"9th to 12th grade, no diploma",2016
Rhea County,20.2%,"Some college, no degree",2016
Rhea County,"22,010",Population 25 years and over,2016
Rhea County,36.9%,High school graduate (includes equivalency),2016
Rhea County,5.0%,Graduate or professional degree,2016
Rhea County,5.7%,Associate's degree,2016
Rhea County,75.9%,Percent high school graduate or higher,2016
Rhea County,8.1%,Bachelor's degree,2016
Rhea County,9.9%,Less than 9th grade,2016
Roane County,11.4%,Bachelor's degree,2016
Roane County,18.8%,Percent bachelor's degree or higher,2016
Roane County,21.2%,"Some college, no degree",2016
Roane County,37.4%,High school graduate (includes equivalency),2016
Roane County,"38,763",Population 25 years and over,2016
Roane County,5.9%,Less than 9th grade,2016
Roane County,7.3%,Graduate or professional degree,2016
Roane County,8.2%,"9th to 12th grade, no diploma",2016
Roane County,8.4%,Associate's degree,2016
Roane County,85.8%,Percent high school graduate or higher,2016
Robertson County,12.2%,Bachelor's degree,2016
Robertson County,18.1%,Percent bachelor's degree or higher,2016
Robertson County,21.7%,"Some college, no degree",2016
Robertson County,39.1%,High school graduate (includes equivalency),2016
Robertson County,4.5%,Less than 9th grade,2016
Robertson County,"45,660",Population 25 years and over,2016
Robertson County,5.9%,Graduate or professional degree,2016
Robertson County,7.6%,Associate's degree,2016
Robertson County,86.5%,Percent high school graduate or higher,2016
Robertson County,9.0%,"9th to 12th grade, no diploma",2016
Rutherford County,"179,453",Population 25 years and over,2016
Rutherford County,21.3%,Bachelor's degree,2016
Rutherford County,22.9%,"Some college, no degree",2016
Rutherford County,3.3%,Less than 9th grade,2016
Rutherford County,30.2%,High school graduate (includes equivalency),2016
Rutherford County,30.2%,Percent bachelor's degree or higher,2016
Rutherford County,6.0%,"9th to 12th grade, no diploma",2016
Rutherford County,7.4%,Associate's degree,2016
Rutherford County,8.9%,Graduate or professional degree,2016
Rutherford County,90.8%,Percent high school graduate or higher,2016
Scott County,"14,804",Population 25 years and over,2016
Scott County,14.3%,"9th to 12th grade, no diploma",2016
Scott County,15.7%,"Some college, no degree",2016
Scott County,4.4%,Graduate or professional degree,2016
Scott County,4.6%,Bachelor's degree,2016
Scott County,46.7%,High school graduate (includes equivalency),2016
Scott County,6.0%,Associate's degree,2016
Scott County,77.3%,Percent high school graduate or higher,2016
Scott County,8.4%,Less than 9th grade,2016
Scott County,8.9%,Percent bachelor's degree or higher,2016
Sequatchie County,"10,344",Population 25 years and over,2016
Sequatchie County,13.2%,Percent bachelor's degree or higher,2016
Sequatchie County,21.4%,"Some college, no degree",2016
Sequatchie County,39.1%,High school graduate (includes equivalency),2016
Sequatchie County,5.3%,Graduate or professional degree,2016
Sequatchie County,8.0%,Bachelor's degree,2016
Sequatchie County,8.1%,Associate's degree,2016
Sequatchie County,81.8%,Percent high school graduate or higher,2016
Sequatchie County,9.0%,Less than 9th grade,2016
Sequatchie County,9.2%,"9th to 12th grade, no diploma",2016
Sevier County,11.0%,Bachelor's degree,2016
Sevier County,17.5%,Percent bachelor's degree or higher,2016
Sevier County,21.5%,"Some college, no degree",2016
Sevier County,37.1%,High school graduate (includes equivalency),2016
Sevier County,6.6%,Graduate or professional degree,2016
Sevier County,6.6%,Less than 9th grade,2016
Sevier County,"66,646",Population 25 years and over,2016
Sevier County,7.4%,Associate's degree,2016
Sevier County,83.5%,Percent high school graduate or higher,2016
Sevier County,9.9%,"9th to 12th grade, no diploma",2016
Shelby County,11.5%,Graduate or professional degree,2016
Shelby County,18.7%,Bachelor's degree,2016
Shelby County,23.6%,"Some college, no degree",2016
Shelby County,26.8%,High school graduate (includes equivalency),2016
Shelby County,30.2%,Percent bachelor's degree or higher,2016
Shelby County,4.4%,Less than 9th grade,2016
Shelby County,6.5%,Associate's degree,2016
Shelby County,"602,898",Population 25 years and over,2016
Shelby County,8.5%,"9th to 12th grade, no diploma",2016
Shelby County,87.1%,Percent high school graduate or higher,2016
Smith County,10.7%,Percent bachelor's degree or higher,2016
Smith County,"13,105",Population 25 years and over,2016
Smith County,19.1%,"Some college, no degree",2016
Smith County,4.4%,Graduate or professional degree,2016
Smith County,46.8%,High school graduate (includes equivalency),2016
Smith County,6.0%,Associate's degree,2016
Smith County,6.3%,Bachelor's degree,2016
Smith County,8.1%,Less than 9th grade,2016
Smith County,82.7%,Percent high school graduate or higher,2016
Smith County,9.3%,"9th to 12th grade, no diploma",2016
Stewart County,13.0%,Percent bachelor's degree or higher,2016
Stewart County,24.2%,"Some college, no degree",2016
Stewart County,4.7%,Less than 9th grade,2016
Stewart County,41.6%,High school graduate (includes equivalency),2016
Stewart County,5.1%,Graduate or professional degree,2016
Stewart County,7.4%,Associate's degree,2016
Stewart County,7.9%,Bachelor's degree,2016
Stewart County,86.3%,Percent high school graduate or higher,2016
Stewart County,"9,370",Population 25 years and over,2016
Stewart County,9.0%,"9th to 12th grade, no diploma",2016
Sullivan County,"113,116",Population 25 years and over,2016
Sullivan County,13.1%,Bachelor's degree,2016
Sullivan County,21.1%,"Some college, no degree",2016
Sullivan County,21.4%,Percent bachelor's degree or higher,2016
Sullivan County,35.4%,High school graduate (includes equivalency),2016
Sullivan County,6.0%,Less than 9th grade,2016
