Location.1,Values,Educational Attainment,Year
McMinn County,0.44,High school graduate (includes equivalency),2016
McMinn County,0.06,Less than 9th grade,2016
McMinn County,0.08,Associate's degree,2016
McMinn County,0.09,Bachelor's degree,2016
McMinn County,0.83,Percent high school graduate or higher,2016
McNairy County,0.11,"9th to 12th grade, no diploma",2016
McNairy County,0.11,Percent bachelor's degree or higher,2016
McNairy County,18163.00,Population 25 years and over,2016
McNairy County,0.19,"Some college, no degree",2016
McNairy County,0.03,Graduate or professional degree,2016
McNairy County,0.45,High school graduate (includes equivalency),2016
McNairy County,0.06,Associate's degree,2016
McNairy County,0.08,Bachelor's degree,2016
McNairy County,0.09,Less than 9th grade,2016
McNairy County,0.81,Percent high school graduate or higher,2016
Meigs County,0.13,"9th to 12th grade, no diploma",2016
Meigs County,0.19,"Some college, no degree",2016
Meigs County,0.04,Graduate or professional degree,2016
Meigs County,0.05,Bachelor's degree,2016
Meigs County,0.44,High school graduate (includes equivalency),2016
Meigs County,0.06,Associate's degree,2016
Meigs County,0.79,Percent high school graduate or higher,2016
Meigs County,8500.00,Population 25 years and over,2016
Meigs County,0.09,Less than 9th grade,2016
Meigs County,0.09,Percent bachelor's degree or higher,2016
Monroe County,0.10,Less than 9th grade,2016
Monroe County,0.11,"9th to 12th grade, no diploma",2016
Monroe County,0.12,Percent bachelor's degree or higher,2016
Monroe County,0.17,"Some college, no degree",2016
Monroe County,31986.00,Population 25 years and over,2016
Monroe County,0.04,Graduate or professional degree,2016
Monroe County,0.43,High school graduate (includes equivalency),2016
Monroe County,0.07,Associate's degree,2016
Monroe County,0.79,Percent high school graduate or higher,2016
Monroe County,0.08,Bachelor's degree,2016
Montgomery County,115734.00,Population 25 years and over,2016
Montgomery County,0.17,Bachelor's degree,2016
Montgomery County,0.02,Less than 9th grade,2016
Montgomery County,0.25,Percent bachelor's degree or higher,2016
Montgomery County,0.28,"Some college, no degree",2016
Montgomery County,0.31,High school graduate (includes equivalency),2016
Montgomery County,0.05,"9th to 12th grade, no diploma",2016
Montgomery County,0.08,Graduate or professional degree,2016
Montgomery County,0.09,Associate's degree,2016
Montgomery County,0.92,Percent high school graduate or higher,2016
Moore County,0.12,Bachelor's degree,2016
Moore County,0.17,Percent bachelor's degree or higher,2016
Moore County,0.21,"Some college, no degree",2016
Moore County,4645.00,Population 25 years and over,2016
Moore County,0.41,High school graduate (includes equivalency),2016
Moore County,0.06,Graduate or professional degree,2016
Moore County,0.06,Less than 9th grade,2016
Moore County,0.07,Associate's degree,2016
Moore County,0.08,"9th to 12th grade, no diploma",2016
Moore County,0.86,Percent high school graduate or higher,2016
Morgan County,0.13,"9th to 12th grade, no diploma",2016
Morgan County,15533.00,Population 25 years and over,2016
Morgan County,0.18,"Some college, no degree",2016
Morgan County,0.03,Graduate or professional degree,2016
Morgan County,0.05,Bachelor's degree,2016
Morgan County,0.48,High school graduate (includes equivalency),2016
Morgan County,0.06,Associate's degree,2016
Morgan County,0.07,Less than 9th grade,2016
Morgan County,0.08,Percent bachelor's degree or higher,2016
Morgan County,0.80,Percent high school graduate or higher,2016
Obion County,0.10,Bachelor's degree,2016
Obion County,0.17,Percent bachelor's degree or higher,2016
Obion County,0.20,"Some college, no degree",2016
Obion County,21585.00,Population 25 years and over,2016
Obion County,0.04,Associate's degree,2016
Obion County,0.42,High school graduate (includes equivalency),2016
Obion County,0.07,Graduate or professional degree,2016
Obion County,0.08,Less than 9th grade,2016
Obion County,0.09,"9th to 12th grade, no diploma",2016
Obion County,0.83,Percent high school graduate or higher,2016
Overton County,0.12,Less than 9th grade,2016
Overton County,0.14,Percent bachelor's degree or higher,2016
Overton County,15393.00,Population 25 years and over,2016
Overton County,0.15,"Some college, no degree",2016
Overton County,0.05,Graduate or professional degree,2016
Overton County,0.44,High school graduate (includes equivalency),2016
Overton County,0.05,Associate's degree,2016
Overton County,0.78,Percent high school graduate or higher,2016
Overton County,0.09,Bachelor's degree,2016
Overton County,0.10,"9th to 12th grade, no diploma",2016
Perry County,0.16,"9th to 12th grade, no diploma",2016
Perry County,0.19,"Some college, no degree",2016
Perry County,0.03,Graduate or professional degree,2016
Perry County,0.05,Associate's degree,2016
Perry County,0.41,High school graduate (includes equivalency),2016
Perry County,5545.00,Population 25 years and over,2016
Perry County,0.07,Bachelor's degree,2016
Perry County,0.75,Percent high school graduate or higher,2016
Perry County,0.09,Less than 9th grade,2016
Perry County,0.10,Percent bachelor's degree or higher,2016
Pickett County,0.10,"9th to 12th grade, no diploma",2016
Pickett County,0.13,Less than 9th grade,2016
Pickett County,0.20,"Some college, no degree",2016
Pickett County,3868.00,Population 25 years and over,2016
Pickett County,0.04,Bachelor's degree,2016
Pickett County,0.42,High school graduate (includes equivalency),2016
Pickett County,0.05,Graduate or professional degree,2016
Pickett County,0.06,Associate's degree,2016
Pickett County,0.77,Percent high school graduate or higher,2016
Pickett County,0.09,Percent bachelor's degree or higher,2016
Polk County,0.11,"9th to 12th grade, no diploma",2016
Polk County,12014.00,Population 25 years and over,2016
Polk County,0.20,"Some college, no degree",2016
Polk County,0.03,Graduate or professional degree,2016
Polk County,0.42,High school graduate (includes equivalency),2016
Polk County,0.06,Bachelor's degree,2016
Polk County,0.08,Associate's degree,2016
Polk County,0.79,Percent high school graduate or higher,2016
Polk County,0.10,Percent bachelor's degree or higher,2016
Polk County,0.10,Less than 9th grade,2016
Putnam County,0.16,Bachelor's degree,2016
Putnam County,0.18,"Some college, no degree",2016
Putnam County,0.24,Percent bachelor's degree or higher,2016
Putnam County,0.38,High school graduate (includes equivalency),2016
Putnam County,0.05,Associate's degree,2016
Putnam County,47571.00,Population 25 years and over,2016
Putnam County,0.07,Less than 9th grade,2016
Putnam County,0.08,"9th to 12th grade, no diploma",2016
Putnam County,0.09,Graduate or professional degree,2016
Putnam County,0.85,Percent high school graduate or higher,2016
Rhea County,0.13,Percent bachelor's degree or higher,2016
Rhea County,0.14,"9th to 12th grade, no diploma",2016
Rhea County,0.20,"Some college, no degree",2016
Rhea County,22010.00,Population 25 years and over,2016
Rhea County,0.37,High school graduate (includes equivalency),2016
Rhea County,0.05,Graduate or professional degree,2016
Rhea County,0.06,Associate's degree,2016
Rhea County,0.76,Percent high school graduate or higher,2016
Rhea County,0.08,Bachelor's degree,2016
Rhea County,0.10,Less than 9th grade,2016
Roane County,0.11,Bachelor's degree,2016
Roane County,0.19,Percent bachelor's degree or higher,2016
Roane County,0.21,"Some college, no degree",2016
Roane County,0.37,High school graduate (includes equivalency),2016
Roane County,38763.00,Population 25 years and over,2016
Roane County,0.06,Less than 9th grade,2016
Roane County,0.07,Graduate or professional degree,2016
Roane County,0.08,"9th to 12th grade, no diploma",2016
Roane County,0.08,Associate's degree,2016
Roane County,0.86,Percent high school graduate or higher,2016
Robertson County,0.12,Bachelor's degree,2016
Robertson County,0.18,Percent bachelor's degree or higher,2016
Robertson County,0.22,"Some college, no degree",2016
Robertson County,0.39,High school graduate (includes equivalency),2016
Robertson County,0.05,Less than 9th grade,2016
Robertson County,45660.00,Population 25 years and over,2016
Robertson County,0.06,Graduate or professional degree,2016
Robertson County,0.08,Associate's degree,2016
Robertson County,0.87,Percent high school graduate or higher,2016
Robertson County,0.09,"9th to 12th grade, no diploma",2016
Rutherford County,179453.00,Population 25 years and over,2016
Rutherford County,0.21,Bachelor's degree,2016
Rutherford County,0.23,"Some college, no degree",2016
Rutherford County,0.03,Less than 9th grade,2016
Rutherford County,0.30,High school graduate (includes equivalency),2016
Rutherford County,0.30,Percent bachelor's degree or higher,2016
Rutherford County,0.06,"9th to 12th grade, no diploma",2016
Rutherford County,0.07,Associate's degree,2016
Rutherford County,0.09,Graduate or professional degree,2016
Rutherford County,0.91,Percent high school graduate or higher,2016
Scott County,14804.00,Population 25 years and over,2016
Scott County,0.14,"9th to 12th grade, no diploma",2016
Scott County,0.16,"Some college, no degree",2016
Scott County,0.04,Graduate or professional degree,2016
Scott County,0.05,Bachelor's degree,2016
Scott County,0.47,High school graduate (includes equivalency),2016
Scott County,0.06,Associate's degree,2016
Scott County,0.77,Percent high school graduate or higher,2016
Scott County,0.08,Less than 9th grade,2016
Scott County,0.09,Percent bachelor's degree or higher,2016
Sequatchie County,10344.00,Population 25 years and over,2016
Sequatchie County,0.13,Percent bachelor's degree or higher,2016
Sequatchie County,0.21,"Some college, no degree",2016
Sequatchie County,0.39,High school graduate (includes equivalency),2016
Sequatchie County,0.05,Graduate or professional degree,2016
Sequatchie County,0.08,Bachelor's degree,2016
Sequatchie County,0.08,Associate's degree,2016
Sequatchie County,0.82,Percent high school graduate or higher,2016
Sequatchie County,0.09,Less than 9th grade,2016
Sequatchie County,0.09,"9th to 12th grade, no diploma",2016
Sevier County,0.11,Bachelor's degree,2016
Sevier County,0.18,Percent bachelor's degree or higher,2016
Sevier County,0.22,"Some college, no degree",2016
Sevier County,0.37,High school graduate (includes equivalency),2016
Sevier County,0.07,Graduate or professional degree,2016
Sevier County,0.07,Less than 9th grade,2016
Sevier County,66646.00,Population 25 years and over,2016
Sevier County,0.07,Associate's degree,2016
Sevier County,0.84,Percent high school graduate or higher,2016
Sevier County,0.10,"9th to 12th grade, no diploma",2016
Shelby County,0.12,Graduate or professional degree,2016
Shelby County,0.19,Bachelor's degree,2016
Shelby County,0.24,"Some college, no degree",2016
Shelby County,0.27,High school graduate (includes equivalency),2016
Shelby County,0.30,Percent bachelor's degree or higher,2016
Shelby County,0.04,Less than 9th grade,2016
Shelby County,0.07,Associate's degree,2016
Shelby County,602898.00,Population 25 years and over,2016
Shelby County,0.09,"9th to 12th grade, no diploma",2016
Shelby County,0.87,Percent high school graduate or higher,2016
Smith County,0.11,Percent bachelor's degree or higher,2016
Smith County,13105.00,Population 25 years and over,2016
Smith County,0.19,"Some college, no degree",2016
Smith County,0.04,Graduate or professional degree,2016
Smith County,0.47,High school graduate (includes equivalency),2016
Smith County,0.06,Associate's degree,2016
Smith County,0.06,Bachelor's degree,2016
Smith County,0.08,Less than 9th grade,2016
Smith County,0.83,Percent high school graduate or higher,2016
Smith County,0.09,"9th to 12th grade, no diploma",2016
Stewart County,0.13,Percent bachelor's degree or higher,2016
Stewart County,0.24,"Some college, no degree",2016
Stewart County,0.05,Less than 9th grade,2016
Stewart County,0.42,High school graduate (includes equivalency),2016
Stewart County,0.05,Graduate or professional degree,2016
Stewart County,0.07,Associate's degree,2016
Stewart County,0.08,Bachelor's degree,2016
Stewart County,0.86,Percent high school graduate or higher,2016
Stewart County,9370.00,Population 25 years and over,2016
Stewart County,0.09,"9th to 12th grade, no diploma",2016
Sullivan County,113116.00,Population 25 years and over,2016
Sullivan County,0.13,Bachelor's degree,2016
Sullivan County,0.21,"Some college, no degree",2016
Sullivan County,0.21,Percent bachelor's degree or higher,2016
Sullivan County,0.35,High school graduate (includes equivalency),2016
Sullivan County,0.06,Less than 9th grade,2016
Sullivan County,0.08,Associate's degree,2016
Sullivan County,0.08,"9th to 12th grade, no diploma",2016
Sullivan County,0.08,Graduate or professional degree,2016
Sullivan County,0.86,Percent high school graduate or higher,2016
Sumner County,116882.00,Population 25 years and over,2016
Sumner County,0.17,Bachelor's degree,2016
Sumner County,0.24,"Some college, no degree",2016
Sumner County,0.26,Percent bachelor's degree or higher,2016
