district_number,district_name,school_number,school_name,subgroup,grad_cohort,dropout_count,dropout_rate
870,Union County,0,All Schools,Female,92,0,0
870,Union County,0,All Schools,Hispanic,5,,
870,Union County,0,All Schools,Male,110,4,3.6
870,Union County,0,All Schools,Non-Black/Hispanic/Native American,196,4,2
870,Union County,0,All Schools,Non-Economically Disadvantaged,91,2,2.2
870,Union County,0,All Schools,Non-English Learners,202,4,2
870,Union County,0,All Schools,Non-Students with Disabilities,177,2,1.1
870,Union County,0,All Schools,Students with Disabilities,25,2,8
870,Union County,0,All Schools,White,196,4,2
880,Van Buren County,0,All Schools,All Students,60,2,3.3
880,Van Buren County,0,All Schools,Asian,1,,
880,Van Buren County,0,All Schools,Black/Hispanic/Native American,4,,
880,Van Buren County,0,All Schools,Economically Disadvantaged,28,1,3.6
880,Van Buren County,0,All Schools,English Learners,1,,
880,Van Buren County,0,All Schools,Female,25,1,4
880,Van Buren County,0,All Schools,Hispanic,4,,
880,Van Buren County,0,All Schools,Male,35,1,2.9
880,Van Buren County,0,All Schools,Non-Black/Hispanic/Native American,56,2,3.6
880,Van Buren County,0,All Schools,Non-Economically Disadvantaged,32,1,3.1
880,Van Buren County,0,All Schools,Non-English Learners,59,2,3.4
880,Van Buren County,0,All Schools,Non-Students with Disabilities,51,2,3.9
880,Van Buren County,0,All Schools,Students with Disabilities,9,,
880,Van Buren County,0,All Schools,White,55,2,3.6
890,Warren County,0,All Schools,All Students,459,29,6.3
890,Warren County,0,All Schools,American Indian or Alaska Native,3,,
890,Warren County,0,All Schools,Asian,3,,
890,Warren County,0,All Schools,Black or African American,26,1,3.8
890,Warren County,0,All Schools,Black/Hispanic/Native American,101,2,2
890,Warren County,0,All Schools,Economically Disadvantaged,223,21,9.4
890,Warren County,0,All Schools,English Learners,16,0,0
890,Warren County,0,All Schools,Female,217,9,4.1
890,Warren County,0,All Schools,Hispanic,72,1,1.4
890,Warren County,0,All Schools,Male,242,20,8.3
890,Warren County,0,All Schools,Native Hawaiian or Other Pacific Islander,0,,
890,Warren County,0,All Schools,Non-Black/Hispanic/Native American,358,27,7.5
890,Warren County,0,All Schools,Non-Economically Disadvantaged,236,8,3.4
890,Warren County,0,All Schools,Non-English Learners,443,29,6.5
890,Warren County,0,All Schools,Non-Students with Disabilities,398,22,5.5
890,Warren County,0,All Schools,Students with Disabilities,61,7,11.5
890,Warren County,0,All Schools,White,355,27,7.6
900,Washington County,0,All Schools,All Students,751,29,3.9
900,Washington County,0,All Schools,American Indian or Alaska Native,3,,
900,Washington County,0,All Schools,Asian,4,,
900,Washington County,0,All Schools,Black or African American,15,0,0
900,Washington County,0,All Schools,Black/Hispanic/Native American,51,2,3.9
900,Washington County,0,All Schools,Economically Disadvantaged,230,21,9.1
900,Washington County,0,All Schools,English Learners,3,,
900,Washington County,0,All Schools,Female,382,19,5
900,Washington County,0,All Schools,Hispanic,33,1,3
900,Washington County,0,All Schools,Male,369,10,2.7
900,Washington County,0,All Schools,Migrant,2,,
900,Washington County,0,All Schools,Non-Black/Hispanic/Native American,700,27,3.9
900,Washington County,0,All Schools,Non-Economically Disadvantaged,521,8,1.5
900,Washington County,0,All Schools,Non-English Learners,748,29,3.9
900,Washington County,0,All Schools,Non-Students with Disabilities,652,21,3.2
900,Washington County,0,All Schools,Students with Disabilities,99,8,8.1
900,Washington County,0,All Schools,White,696,27,3.9
901,Johnson City,0,All Schools,All Students,529,19,3.6
901,Johnson City,0,All Schools,American Indian or Alaska Native,5,,
901,Johnson City,0,All Schools,Asian,17,0,0
901,Johnson City,0,All Schools,Black or African American,72,3,4.2
901,Johnson City,0,All Schools,Black/Hispanic/Native American,121,6,5
901,Johnson City,0,All Schools,Economically Disadvantaged,177,14,7.9
901,Johnson City,0,All Schools,English Learners,12,2,16.7
901,Johnson City,0,All Schools,Female,274,11,4
901,Johnson City,0,All Schools,Hispanic,44,2,4.5
901,Johnson City,0,All Schools,Male,255,8,3.1
901,Johnson City,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
901,Johnson City,0,All Schools,Non-Black/Hispanic/Native American,408,13,3.2
901,Johnson City,0,All Schools,Non-Economically Disadvantaged,352,5,1.4
901,Johnson City,0,All Schools,Non-English Learners,517,17,3.3
901,Johnson City,0,All Schools,Non-Students with Disabilities,456,16,3.5
901,Johnson City,0,All Schools,Students with Disabilities,73,3,4.1
901,Johnson City,0,All Schools,White,390,13,3.3
910,Wayne County,0,All Schools,All Students,176,3,1.7
910,Wayne County,0,All Schools,American Indian or Alaska Native,1,,
910,Wayne County,0,All Schools,Black/Hispanic/Native American,2,,
910,Wayne County,0,All Schools,Economically Disadvantaged,72,2,2.8
910,Wayne County,0,All Schools,Female,82,2,2.4
910,Wayne County,0,All Schools,Hispanic,1,,
910,Wayne County,0,All Schools,Male,94,1,1.1
910,Wayne County,0,All Schools,Non-Black/Hispanic/Native American,174,3,1.7
910,Wayne County,0,All Schools,Non-Economically Disadvantaged,104,1,1
910,Wayne County,0,All Schools,Non-English Learners,176,3,1.7
910,Wayne County,0,All Schools,Non-Students with Disabilities,132,2,1.5
910,Wayne County,0,All Schools,Students with Disabilities,44,1,2.3
910,Wayne County,0,All Schools,White,174,3,1.7
920,Weakley County,0,All Schools,All Students,319,21,6.6
920,Weakley County,0,All Schools,Asian,3,,
920,Weakley County,0,All Schools,Black or African American,28,3,10.7
920,Weakley County,0,All Schools,Black/Hispanic/Native American,39,3,7.7
920,Weakley County,0,All Schools,Economically Disadvantaged,118,15,12.7
920,Weakley County,0,All Schools,Female,153,10,6.5
920,Weakley County,0,All Schools,Hispanic,11,0,0
920,Weakley County,0,All Schools,Male,166,11,6.6
920,Weakley County,0,All Schools,Migrant,1,,
920,Weakley County,0,All Schools,Non-Black/Hispanic/Native American,280,18,6.4
920,Weakley County,0,All Schools,Non-Economically Disadvantaged,201,6,3
920,Weakley County,0,All Schools,Non-English Learners,319,21,6.6
920,Weakley County,0,All Schools,Non-Students with Disabilities,279,16,5.7
920,Weakley County,0,All Schools,Students with Disabilities,40,5,12.5
920,Weakley County,0,All Schools,White,277,18,6.5
930,White County,0,All Schools,All Students,277,3,1.1
930,White County,0,All Schools,American Indian or Alaska Native,1,,
930,White County,0,All Schools,Asian,1,,
930,White County,0,All Schools,Black or African American,8,,
930,White County,0,All Schools,Black/Hispanic/Native American,14,0,0
930,White County,0,All Schools,Economically Disadvantaged,125,2,1.6
930,White County,0,All Schools,English Learners,0,,
930,White County,0,All Schools,Female,132,0,0
930,White County,0,All Schools,Hispanic,5,,
930,White County,0,All Schools,Male,145,3,2.1
930,White County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
930,White County,0,All Schools,Non-Black/Hispanic/Native American,263,3,1.1
930,White County,0,All Schools,Non-Economically Disadvantaged,152,1,0.7
930,White County,0,All Schools,Non-English Learners,277,3,1.1
930,White County,0,All Schools,Non-Students with Disabilities,239,2,0.8
930,White County,0,All Schools,Students with Disabilities,38,1,2.6
930,White County,0,All Schools,White,261,3,1.1
940,Williamson County,0,All Schools,All Students,3210,50,1.6
940,Williamson County,0,All Schools,American Indian or Alaska Native,29,3,10.3
940,Williamson County,0,All Schools,Asian,188,3,1.6
940,Williamson County,0,All Schools,Black or African American,196,0,0
940,Williamson County,0,All Schools,Black/Hispanic/Native American,469,8,1.7
940,Williamson County,0,All Schools,Economically Disadvantaged,215,8,3.7
940,Williamson County,0,All Schools,English Learners,47,1,2.1
940,Williamson County,0,All Schools,Female,1600,16,1
940,Williamson County,0,All Schools,Hispanic,244,5,2
940,Williamson County,0,All Schools,Male,1610,34,2.1
940,Williamson County,0,All Schools,Native Hawaiian or Other Pacific Islander,8,,
940,Williamson County,0,All Schools,Non-Black/Hispanic/Native American,2741,42,1.5
940,Williamson County,0,All Schools,Non-Economically Disadvantaged,2995,42,1.4
940,Williamson County,0,All Schools,Non-English Learners,3163,49,1.5
940,Williamson County,0,All Schools,Non-Students with Disabilities,2891,34,1.2
940,Williamson County,0,All Schools,Students with Disabilities,319,16,5
940,Williamson County,0,All Schools,White,2545,39,1.5
950,Wilson County,0,All Schools,All Students,1662,42,2.5
950,Wilson County,0,All Schools,American Indian or Alaska Native,4,,
950,Wilson County,0,All Schools,Asian,31,0,0
950,Wilson County,0,All Schools,Black or African American,179,6,3.4
950,Wilson County,0,All Schools,Black/Hispanic/Native American,305,14,4.6
950,Wilson County,0,All Schools,Economically Disadvantaged,416,27,6.5
950,Wilson County,0,All Schools,English Learners,51,2,3.9
950,Wilson County,0,All Schools,Female,794,15,1.9
950,Wilson County,0,All Schools,Hispanic,122,7,5.7
950,Wilson County,0,All Schools,Male,868,27,3.1
950,Wilson County,0,All Schools,Migrant,2,,
950,Wilson County,0,All Schools,Native Hawaiian or Other Pacific Islander,3,,
950,Wilson County,0,All Schools,Non-Black/Hispanic/Native American,1357,28,2.1
950,Wilson County,0,All Schools,Non-Economically Disadvantaged,1246,15,1.2
950,Wilson County,0,All Schools,Non-English Learners,1611,40,2.5
950,Wilson County,0,All Schools,Non-Students with Disabilities,1490,32,2.1
950,Wilson County,0,All Schools,Students with Disabilities,172,10,5.8
950,Wilson County,0,All Schools,White,1323,28,2.1
951,Lebanon,0,All Schools,All Students,1,,
951,Lebanon,0,All Schools,English Learners,1,,
951,Lebanon,0,All Schools,Male,1,,
951,Lebanon,0,All Schools,Non-Black/Hispanic/Native American,1,,
951,Lebanon,0,All Schools,Non-Economically Disadvantaged,1,,
951,Lebanon,0,All Schools,Non-Students with Disabilities,1,,
951,Lebanon,0,All Schools,White,1,,
961,Alvin C York Institute,0,All Schools,All Students,136,8,5.9
961,Alvin C York Institute,0,All Schools,Black or African American,1,,
961,Alvin C York Institute,0,All Schools,Black/Hispanic/Native American,1,,
961,Alvin C York Institute,0,All Schools,Economically Disadvantaged,52,7,13.5
961,Alvin C York Institute,0,All Schools,Female,61,6,9.8
961,Alvin C York Institute,0,All Schools,Male,75,2,2.7
961,Alvin C York Institute,0,All Schools,Non-Black/Hispanic/Native American,135,7,5.2
961,Alvin C York Institute,0,All Schools,Non-Economically Disadvantaged,84,1,1.2
961,Alvin C York Institute,0,All Schools,Non-English Learners,136,8,5.9
961,Alvin C York Institute,0,All Schools,Non-Students with Disabilities,117,8,6.8
961,Alvin C York Institute,0,All Schools,Students with Disabilities,19,0,0
961,Alvin C York Institute,0,All Schools,White,135,7,5.2
963,Tennessee School for Blind,0,All Schools,All Students,14,2,14.3
963,Tennessee School for Blind,0,All Schools,Asian,1,,
963,Tennessee School for Blind,0,All Schools,Black or African American,1,,
963,Tennessee School for Blind,0,All Schools,Black/Hispanic/Native American,5,,
963,Tennessee School for Blind,0,All Schools,Economically Disadvantaged,2,,
963,Tennessee School for Blind,0,All Schools,English Learners,3,,
963,Tennessee School for Blind,0,All Schools,Female,8,,
963,Tennessee School for Blind,0,All Schools,Hispanic,4,,
963,Tennessee School for Blind,0,All Schools,Male,6,,
963,Tennessee School for Blind,0,All Schools,Non-Black/Hispanic/Native American,9,,
963,Tennessee School for Blind,0,All Schools,Non-Economically Disadvantaged,12,2,16.7
963,Tennessee School for Blind,0,All Schools,Non-English Learners,11,2,18.2
963,Tennessee School for Blind,0,All Schools,Students with Disabilities,14,2,14.3
963,Tennessee School for Blind,0,All Schools,White,8,,
964,Tennessee School for the Deaf,0,All Schools,All Students,10,0,0
964,Tennessee School for the Deaf,0,All Schools,Black or African American,4,,
964,Tennessee School for the Deaf,0,All Schools,Black/Hispanic/Native American,4,,
964,Tennessee School for the Deaf,0,All Schools,Economically Disadvantaged,7,,
964,Tennessee School for the Deaf,0,All Schools,Female,5,,
964,Tennessee School for the Deaf,0,All Schools,Male,5,,
964,Tennessee School for the Deaf,0,All Schools,Non-Black/Hispanic/Native American,6,,
964,Tennessee School for the Deaf,0,All Schools,Non-Economically Disadvantaged,3,,
964,Tennessee School for the Deaf,0,All Schools,Non-English Learners,10,0,0
964,Tennessee School for the Deaf,0,All Schools,Students with Disabilities,10,0,0
964,Tennessee School for the Deaf,0,All Schools,White,6,,
970,Department Of Children's Services Education Division,0,All Schools,All Students,676,486,71.9
970,Department Of Children's Services Education Division,0,All Schools,American Indian or Alaska Native,2,,
970,Department Of Children's Services Education Division,0,All Schools,Asian,2,,
970,Department Of Children's Services Education Division,0,All Schools,Black or African American,244,158,64.8
970,Department Of Children's Services Education Division,0,All Schools,Black/Hispanic/Native American,280,183,65.4
970,Department Of Children's Services Education Division,0,All Schools,Economically Disadvantaged,613,433,70.6
970,Department Of Children's Services Education Division,0,All Schools,English Learners,9,,
970,Department Of Children's Services Education Division,0,All Schools,Female,158,118,74.7
970,Department Of Children's Services Education Division,0,All Schools,Hispanic,34,24,70.6
970,Department Of Children's Services Education Division,0,All Schools,Male,518,368,71
970,Department Of Children's Services Education Division,0,All Schools,Migrant,1,,
970,Department Of Children's Services Education Division,0,All Schools,Native Hawaiian or Other Pacific Islander,2,,
970,Department Of Children's Services Education Division,0,All Schools,Non-Black/Hispanic/Native American,396,303,76.5
970,Department Of Children's Services Education Division,0,All Schools,Non-Economically Disadvantaged,63,53,84.1
970,Department Of Children's Services Education Division,0,All Schools,Non-English Learners,667,480,72
970,Department Of Children's Services Education Division,0,All Schools,Non-Students with Disabilities,450,343,76.2
970,Department Of Children's Services Education Division,0,All Schools,Students with Disabilities,226,143,63.3
970,Department Of Children's Services Education Division,0,All Schools,White,392,300,76.5
985,Achievement School District,0,All Schools,All Students,687,212,30.9
985,Achievement School District,0,All Schools,American Indian or Alaska Native,1,,
985,Achievement School District,0,All Schools,Asian,2,,
985,Achievement School District,0,All Schools,Black or African American,646,189,29.3
985,Achievement School District,0,All Schools,Black/Hispanic/Native American,667,197,29.5
985,Achievement School District,0,All Schools,Economically Disadvantaged,546,153,28
985,Achievement School District,0,All Schools,English Learners,23,8,34.8
985,Achievement School District,0,All Schools,Female,352,95,27
985,Achievement School District,0,All Schools,Hispanic,20,7,35
985,Achievement School District,0,All Schools,Male,335,117,34.9
985,Achievement School District,0,All Schools,Non-Black/Hispanic/Native American,20,15,75
985,Achievement School District,0,All Schools,Non-Economically Disadvantaged,141,59,41.8
985,Achievement School District,0,All Schools,Non-English Learners,664,204,30.7
985,Achievement School District,0,All Schools,Non-Students with Disabilities,577,182,31.5
985,Achievement School District,0,All Schools,Students with Disabilities,110,30,27.3
985,Achievement School District,0,All Schools,White,18,13,72.2
