year,district_number,district_name,subgroup,graduation cohort,graduation count,graduation rate
2019,810,Stewart County,Male,98,91,92.9
2019,810,Stewart County,Migrant,1,*,*
2019,810,Stewart County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,810,Stewart County,Non-Black/Hispanic/Native American,170,161,94.7
2019,810,Stewart County,Non-Economically Disadvantaged,123,119,96.7
2019,810,Stewart County,Non-English Learners/Transitional 1-4,179,170,95
2019,810,Stewart County,Non-Homeless,174,166,95.4
2019,810,Stewart County,Non-Migrant,179,171,95.5
2019,810,Stewart County,Non-Students with Disabilities,148,146,98.6
2019,810,Stewart County,Students with Disabilities,32,25,78.1
2019,810,Stewart County,White,168,159,94.6
2019,820,Sullivan County,All Students,752,716,95.2
2019,820,Sullivan County,American Indian or Alaska Native,2,*,*
2019,820,Sullivan County,Asian,6,*,*
2019,820,Sullivan County,Black or African American,12,11,91.7
2019,820,Sullivan County,Black/Hispanic/Native American,24,23,95.8
2019,820,Sullivan County,Economically Disadvantaged,271,249,91.9
2019,820,Sullivan County,English Learners with Transitional 1-4,1,*,*
2019,820,Sullivan County,Female,383,366,95.6
2019,820,Sullivan County,Hispanic,10,**,**
2019,820,Sullivan County,Homeless,53,45,84.9
2019,820,Sullivan County,Male,369,350,94.9
2019,820,Sullivan County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,820,Sullivan County,Non-Black/Hispanic/Native American,728,693,95.2
2019,820,Sullivan County,Non-Economically Disadvantaged,481,467,97.1
2019,820,Sullivan County,Non-English Learners/Transitional 1-4,751,715,95.2
2019,820,Sullivan County,Non-Homeless,699,671,96
2019,820,Sullivan County,Non-Migrant,752,716,95.2
2019,820,Sullivan County,Non-Students with Disabilities,632,619,97.9
2019,820,Sullivan County,Students with Disabilities,120,97,80.8
2019,820,Sullivan County,White,721,686,95.1
2019,821,Bristol,All Students,348,328,94.3
2019,821,Bristol,American Indian or Alaska Native,1,*,*
2019,821,Bristol,Asian,4,*,*
2019,821,Bristol,Black or African American,19,18,94.7
2019,821,Bristol,Black/Hispanic/Native American,36,34,94.4
2019,821,Bristol,Economically Disadvantaged,121,109,90.1
2019,821,Bristol,English Learners with Transitional 1-4,4,*,*
2019,821,Bristol,Female,174,169,97.1
2019,821,Bristol,Hispanic,16,15,93.8
2019,821,Bristol,Homeless,13,**,**
2019,821,Bristol,Male,174,159,91.4
2019,821,Bristol,Native Hawaiian or Other Pacific Islander,1,*,*
2019,821,Bristol,Non-Black/Hispanic/Native American,312,294,94.2
2019,821,Bristol,Non-Economically Disadvantaged,227,219,96.5
2019,821,Bristol,Non-English Learners/Transitional 1-4,344,324,94.2
2019,821,Bristol,Non-Homeless,335,315,94
2019,821,Bristol,Non-Migrant,348,328,94.3
2019,821,Bristol,Non-Students with Disabilities,321,308,96
2019,821,Bristol,Students with Disabilities,27,20,74.1
2019,821,Bristol,White,307,289,94.1
2019,822,Kingsport,All Students,539,507,94.1
2019,822,Kingsport,American Indian or Alaska Native,4,*,*
2019,822,Kingsport,Asian,15,**,**
2019,822,Kingsport,Black or African American,46,45,97.8
2019,822,Kingsport,Black/Hispanic/Native American,73,68,93.2
2019,822,Kingsport,Economically Disadvantaged,206,182,88.3
2019,822,Kingsport,English Learners with Transitional 1-4,8,*,*
2019,822,Kingsport,Female,279,268,96.1
2019,822,Kingsport,Hispanic,23,19,82.6
2019,822,Kingsport,Homeless,33,25,75.8
2019,822,Kingsport,Male,260,239,91.9
2019,822,Kingsport,Migrant,1,*,*
2019,822,Kingsport,Native Hawaiian or Other Pacific Islander,2,*,*
2019,822,Kingsport,Non-Black/Hispanic/Native American,466,439,94.2
2019,822,Kingsport,Non-Economically Disadvantaged,333,325,97.6
2019,822,Kingsport,Non-English Learners/Transitional 1-4,531,500,94.2
2019,822,Kingsport,Non-Homeless,506,482,95.3
2019,822,Kingsport,Non-Migrant,538,506,94.1
2019,822,Kingsport,Non-Students with Disabilities,442,431,97.5
2019,822,Kingsport,Students with Disabilities,97,76,78.4
2019,822,Kingsport,White,449,423,94.2
2019,830,Sumner County,All Students,2141,2043,95.4
2019,830,Sumner County,American Indian or Alaska Native,8,*,*
2019,830,Sumner County,Asian,53,51,96.2
2019,830,Sumner County,Black or African American,250,235,94
2019,830,Sumner County,Black/Hispanic/Native American,422,399,94.5
2019,830,Sumner County,Economically Disadvantaged,534,487,91.2
2019,830,Sumner County,English Learners with Transitional 1-4,34,31,91.2
2019,830,Sumner County,Female,1029,993,96.5
2019,830,Sumner County,Hispanic,164,156,95.1
2019,830,Sumner County,Homeless,59,49,83.1
2019,830,Sumner County,Male,1112,1050,94.4
2019,830,Sumner County,Migrant,1,*,*
2019,830,Sumner County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,830,Sumner County,Non-Black/Hispanic/Native American,1719,1644,95.6
2019,830,Sumner County,Non-Economically Disadvantaged,1607,1556,96.8
2019,830,Sumner County,Non-English Learners/Transitional 1-4,2107,2012,95.5
2019,830,Sumner County,Non-Homeless,2082,1994,95.8
2019,830,Sumner County,Non-Migrant,2140,2042,95.4
2019,830,Sumner County,Non-Students with Disabilities,1862,1808,97.1
2019,830,Sumner County,Students with Disabilities,279,235,84.2
2019,830,Sumner County,White,1665,1592,95.6
2019,840,Tipton County,All Students,808,775,95.9
2019,840,Tipton County,American Indian or Alaska Native,3,*,*
2019,840,Tipton County,Asian,3,*,*
2019,840,Tipton County,Black or African American,202,187,92.6
2019,840,Tipton County,Black/Hispanic/Native American,217,201,92.6
2019,840,Tipton County,Economically Disadvantaged,273,249,91.2
2019,840,Tipton County,English Learners with Transitional 1-4,0,*,*
2019,840,Tipton County,Female,384,374,97.4
2019,840,Tipton County,Hispanic,12,11,91.7
2019,840,Tipton County,Homeless,4,*,*
2019,840,Tipton County,Male,424,401,94.6
2019,840,Tipton County,Native Hawaiian or Other Pacific Islander,2,*,*
2019,840,Tipton County,Non-Black/Hispanic/Native American,591,574,97.1
2019,840,Tipton County,Non-Economically Disadvantaged,535,526,98.3
2019,840,Tipton County,Non-English Learners/Transitional 1-4,808,775,95.9
2019,840,Tipton County,Non-Homeless,804,771,95.9
2019,840,Tipton County,Non-Migrant,808,775,95.9
2019,840,Tipton County,Non-Students with Disabilities,710,701,98.7
2019,840,Tipton County,Students with Disabilities,98,74,75.5
2019,840,Tipton County,White,586,569,97.1
2019,850,Trousdale County,All Students,90,89,98.9
2019,850,Trousdale County,Black or African American,12,**,**
2019,850,Trousdale County,Black/Hispanic/Native American,17,**,**
2019,850,Trousdale County,Economically Disadvantaged,31,**,**
2019,850,Trousdale County,English Learners with Transitional 1-4,1,*,*
2019,850,Trousdale County,Female,38,**,**
2019,850,Trousdale County,Hispanic,5,*,*
2019,850,Trousdale County,Homeless,1,*,*
2019,850,Trousdale County,Male,52,51,98.1
2019,850,Trousdale County,Non-Black/Hispanic/Native American,73,72,98.6
2019,850,Trousdale County,Non-Economically Disadvantaged,59,58,98.3
2019,850,Trousdale County,Non-English Learners/Transitional 1-4,89,88,98.9
2019,850,Trousdale County,Non-Homeless,89,88,98.9
2019,850,Trousdale County,Non-Migrant,90,89,98.9
2019,850,Trousdale County,Non-Students with Disabilities,77,**,**
2019,850,Trousdale County,Students with Disabilities,13,12,92.3
2019,850,Trousdale County,White,73,72,98.6
2019,860,Unicoi County,All Students,205,188,91.7
2019,860,Unicoi County,American Indian or Alaska Native,0,*,*
2019,860,Unicoi County,Black or African American,0,*,*
2019,860,Unicoi County,Black/Hispanic/Native American,26,**,**
2019,860,Unicoi County,Economically Disadvantaged,93,82,88.2
2019,860,Unicoi County,English Learners with Transitional 1-4,9,*,*
2019,860,Unicoi County,Female,97,89,91.8
2019,860,Unicoi County,Hispanic,26,**,**
2019,860,Unicoi County,Homeless,17,13,76.5
2019,860,Unicoi County,Male,108,99,91.7
2019,860,Unicoi County,Migrant,5,*,*
2019,860,Unicoi County,Non-Black/Hispanic/Native American,179,162,90.5
2019,860,Unicoi County,Non-Economically Disadvantaged,112,106,94.6
2019,860,Unicoi County,Non-English Learners/Transitional 1-4,196,179,91.3
2019,860,Unicoi County,Non-Homeless,188,175,93.1
2019,860,Unicoi County,Non-Migrant,200,183,91.5
2019,860,Unicoi County,Non-Students with Disabilities,167,160,95.8
2019,860,Unicoi County,Students with Disabilities,38,28,73.7
2019,860,Unicoi County,White,179,162,90.5
2019,870,Union County,All Students,202,187,92.6
2019,870,Union County,Black or African American,1,*,*
2019,870,Union County,Black/Hispanic/Native American,6,*,*
2019,870,Union County,Economically Disadvantaged,111,99,89.2
2019,870,Union County,Female,92,89,96.7
2019,870,Union County,Hispanic,5,*,*
2019,870,Union County,Homeless,5,*,*
2019,870,Union County,Male,110,98,89.1
2019,870,Union County,Non-Black/Hispanic/Native American,196,181,92.3
2019,870,Union County,Non-Economically Disadvantaged,91,88,96.7
2019,870,Union County,Non-English Learners/Transitional 1-4,202,187,92.6
2019,870,Union County,Non-Homeless,197,183,92.9
2019,870,Union County,Non-Migrant,202,187,92.6
2019,870,Union County,Non-Students with Disabilities,177,168,94.9
2019,870,Union County,Students with Disabilities,25,19,76
2019,870,Union County,White,196,181,92.3
2019,880,Van Buren County,All Students,60,58,96.7
2019,880,Van Buren County,Asian,1,*,*
2019,880,Van Buren County,Black/Hispanic/Native American,4,*,*
2019,880,Van Buren County,Economically Disadvantaged,28,27,96.4
2019,880,Van Buren County,English Learners with Transitional 1-4,1,*,*
2019,880,Van Buren County,Female,25,24,96
2019,880,Van Buren County,Hispanic,4,*,*
2019,880,Van Buren County,Homeless,8,*,*
2019,880,Van Buren County,Male,35,34,97.1
2019,880,Van Buren County,Non-Black/Hispanic/Native American,56,54,96.4
2019,880,Van Buren County,Non-Economically Disadvantaged,32,31,96.9
2019,880,Van Buren County,Non-English Learners/Transitional 1-4,59,57,96.6
2019,880,Van Buren County,Non-Homeless,52,51,98.1
2019,880,Van Buren County,Non-Migrant,60,58,96.7
2019,880,Van Buren County,Non-Students with Disabilities,51,49,96.1
2019,880,Van Buren County,Students with Disabilities,9,*,*
2019,880,Van Buren County,White,55,53,96.4
2019,890,Warren County,All Students,459,416,90.6
2019,890,Warren County,American Indian or Alaska Native,3,*,*
2019,890,Warren County,Asian,3,*,*
2019,890,Warren County,Black or African American,26,23,88.5
2019,890,Warren County,Black/Hispanic/Native American,101,96,95
2019,890,Warren County,Economically Disadvantaged,223,192,86.1
2019,890,Warren County,English Learners with Transitional 1-4,16,**,**
2019,890,Warren County,Female,217,206,94.9
2019,890,Warren County,Hispanic,72,70,97.2
2019,890,Warren County,Homeless,16,12,75
2019,890,Warren County,Male,242,210,86.8
2019,890,Warren County,Native Hawaiian or Other Pacific Islander,0,*,*
2019,890,Warren County,Non-Black/Hispanic/Native American,358,320,89.4
2019,890,Warren County,Non-Economically Disadvantaged,236,224,94.9
2019,890,Warren County,Non-English Learners/Transitional 1-4,443,400,90.3
2019,890,Warren County,Non-Homeless,443,404,91.2
2019,890,Warren County,Non-Migrant,459,416,90.6
2019,890,Warren County,Non-Students with Disabilities,398,375,94.2
2019,890,Warren County,Students with Disabilities,61,41,67.2
2019,890,Warren County,White,355,317,89.3
2019,900,Washington County,All Students,751,710,94.5
2019,900,Washington County,American Indian or Alaska Native,3,*,*
2019,900,Washington County,Asian,4,*,*
2019,900,Washington County,Black or African American,15,13,86.7
2019,900,Washington County,Black/Hispanic/Native American,51,46,90.2
2019,900,Washington County,Economically Disadvantaged,230,201,87.4
2019,900,Washington County,English Learners with Transitional 1-4,3,*,*
2019,900,Washington County,Female,382,360,94.2
2019,900,Washington County,Hispanic,33,31,93.9
2019,900,Washington County,Homeless,38,27,71.1
2019,900,Washington County,Male,369,350,94.9
2019,900,Washington County,Migrant,2,*,*
2019,900,Washington County,Non-Black/Hispanic/Native American,700,664,94.9
2019,900,Washington County,Non-Economically Disadvantaged,521,509,97.7
2019,900,Washington County,Non-English Learners/Transitional 1-4,748,708,94.7
2019,900,Washington County,Non-Homeless,713,683,95.8
2019,900,Washington County,Non-Migrant,749,708,94.5
2019,900,Washington County,Non-Students with Disabilities,652,629,96.5
2019,900,Washington County,Students with Disabilities,99,81,81.8
2019,900,Washington County,White,696,660,94.8
2019,901,Johnson City,All Students,529,487,92.1
2019,901,Johnson City,American Indian or Alaska Native,5,*,*
2019,901,Johnson City,Asian,17,**,**
2019,901,Johnson City,Black or African American,72,66,91.7
2019,901,Johnson City,Black/Hispanic/Native American,121,110,90.9
2019,901,Johnson City,Economically Disadvantaged,177,148,83.6
2019,901,Johnson City,English Learners with Transitional 1-4,12,10,83.3
2019,901,Johnson City,Female,274,254,92.7
2019,901,Johnson City,Hispanic,44,42,95.5
2019,901,Johnson City,Homeless,46,35,76.1
2019,901,Johnson City,Male,255,233,91.4
2019,901,Johnson City,Native Hawaiian or Other Pacific Islander,1,*,*
2019,901,Johnson City,Non-Black/Hispanic/Native American,408,377,92.4
2019,901,Johnson City,Non-Economically Disadvantaged,352,339,96.3
2019,901,Johnson City,Non-English Learners/Transitional 1-4,517,477,92.3
2019,901,Johnson City,Non-Homeless,483,452,93.6
2019,901,Johnson City,Non-Migrant,529,487,92.1
2019,901,Johnson City,Non-Students with Disabilities,456,435,95.4
2019,901,Johnson City,Students with Disabilities,73,52,71.2
2019,901,Johnson City,White,390,359,92.1
2019,910,Wayne County,All Students,176,166,94.3
2019,910,Wayne County,American Indian or Alaska Native,1,*,*
2019,910,Wayne County,Black/Hispanic/Native American,2,*,*
2019,910,Wayne County,Economically Disadvantaged,72,69,95.8
2019,910,Wayne County,Female,82,77,93.9
2019,910,Wayne County,Hispanic,1,*,*
2019,910,Wayne County,Homeless,4,*,*
2019,910,Wayne County,Male,94,89,94.7
2019,910,Wayne County,Non-Black/Hispanic/Native American,174,164,94.3
2019,910,Wayne County,Non-Economically Disadvantaged,104,97,93.3
2019,910,Wayne County,Non-English Learners/Transitional 1-4,176,166,94.3
2019,910,Wayne County,Non-Homeless,172,162,94.2
2019,910,Wayne County,Non-Migrant,176,166,94.3
2019,910,Wayne County,Non-Students with Disabilities,132,130,98.5
2019,910,Wayne County,Students with Disabilities,44,36,81.8
2019,910,Wayne County,White,174,164,94.3
2019,920,Weakley County,All Students,319,279,87.5
2019,920,Weakley County,Asian,3,*,*
2019,920,Weakley County,Black or African American,28,25,89.3
2019,920,Weakley County,Black/Hispanic/Native American,39,35,89.7
2019,920,Weakley County,Economically Disadvantaged,118,92,78
2019,920,Weakley County,Female,153,136,88.9
2019,920,Weakley County,Hispanic,11,10,90.9
2019,920,Weakley County,Homeless,2,*,*
2019,920,Weakley County,Male,166,143,86.1
2019,920,Weakley County,Migrant,1,*,*
2019,920,Weakley County,Non-Black/Hispanic/Native American,280,244,87.1
2019,920,Weakley County,Non-Economically Disadvantaged,201,187,93
2019,920,Weakley County,Non-English Learners/Transitional 1-4,319,279,87.5
2019,920,Weakley County,Non-Homeless,317,279,88
2019,920,Weakley County,Non-Migrant,318,278,87.4
2019,920,Weakley County,Non-Students with Disabilities,279,254,91
2019,920,Weakley County,Students with Disabilities,40,25,62.5
2019,920,Weakley County,White,277,242,87.4
2019,930,White County,All Students,277,268,96.8
2019,930,White County,American Indian or Alaska Native,1,*,*
2019,930,White County,Asian,1,*,*
2019,930,White County,Black or African American,8,*,*
2019,930,White County,Black/Hispanic/Native American,14,**,**
2019,930,White County,Economically Disadvantaged,125,119,95.2
2019,930,White County,English Learners with Transitional 1-4,0,*,*
2019,930,White County,Female,132,130,98.5
2019,930,White County,Hispanic,5,*,*
2019,930,White County,Homeless,14,12,85.7
2019,930,White County,Male,145,138,95.2
2019,930,White County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,930,White County,Non-Black/Hispanic/Native American,263,254,96.6
2019,930,White County,Non-Economically Disadvantaged,152,149,98
2019,930,White County,Non-English Learners/Transitional 1-4,277,268,96.8
2019,930,White County,Non-Homeless,263,256,97.3
2019,930,White County,Non-Migrant,277,268,96.8
2019,930,White County,Non-Students with Disabilities,239,235,98.3
2019,930,White County,Students with Disabilities,38,33,86.8
2019,930,White County,White,261,252,96.6
2019,940,Williamson County,All Students,3210,3099,96.5
2019,940,Williamson County,American Indian or Alaska Native,29,26,89.7
2019,940,Williamson County,Asian,188,183,97.3
2019,940,Williamson County,Black or African American,196,188,95.9
2019,940,Williamson County,Black/Hispanic/Native American,469,448,95.5
2019,940,Williamson County,Economically Disadvantaged,215,193,89.8
2019,940,Williamson County,English Learners with Transitional 1-4,47,44,93.6
2019,940,Williamson County,Female,1600,1561,97.6
2019,940,Williamson County,Hispanic,244,234,95.9
2019,940,Williamson County,Homeless,34,32,94.1
2019,940,Williamson County,Male,1610,1538,95.5
2019,940,Williamson County,Native Hawaiian or Other Pacific Islander,8,*,*
2019,940,Williamson County,Non-Black/Hispanic/Native American,2741,2651,96.7
2019,940,Williamson County,Non-Economically Disadvantaged,2995,2906,97
2019,940,Williamson County,Non-English Learners/Transitional 1-4,3163,3055,96.6
2019,940,Williamson County,Non-Homeless,3176,3067,96.6
2019,940,Williamson County,Non-Migrant,3210,3099,96.5
2019,940,Williamson County,Non-Students with Disabilities,2891,2851,98.6
2019,940,Williamson County,Students with Disabilities,319,248,77.7
2019,940,Williamson County,White,2545,2460,96.7
2019,950,Wilson County,All Students,1662,1597,96.1
2019,950,Wilson County,American Indian or Alaska Native,4,*,*
2019,950,Wilson County,Asian,31,30,96.8
2019,950,Wilson County,Black or African American,179,168,93.9
2019,950,Wilson County,Black/Hispanic/Native American,305,282,92.5
2019,950,Wilson County,Economically Disadvantaged,416,373,89.7
2019,950,Wilson County,English Learners with Transitional 1-4,51,48,94.1
2019,950,Wilson County,Female,794,773,97.4
2019,950,Wilson County,Hispanic,122,111,91
2019,950,Wilson County,Homeless,104,89,85.6
2019,950,Wilson County,Male,868,824,94.9
2019,950,Wilson County,Migrant,2,*,*
2019,950,Wilson County,Native Hawaiian or Other Pacific Islander,3,*,*
2019,950,Wilson County,Non-Black/Hispanic/Native American,1357,1315,96.9
2019,950,Wilson County,Non-Economically Disadvantaged,1246,1224,98.2
2019,950,Wilson County,Non-English Learners/Transitional 1-4,1611,1549,96.2
2019,950,Wilson County,Non-Homeless,1558,1508,96.8
2019,950,Wilson County,Non-Migrant,1660,1595,96.1
2019,950,Wilson County,Non-Students with Disabilities,1490,1455,97.7
2019,950,Wilson County,Students with Disabilities,172,142,82.6
2019,950,Wilson County,White,1323,1282,96.9
2019,951,Lebanon,All Students,1,*,*
2019,951,Lebanon,English Learners with Transitional 1-4,1,*,*
2019,951,Lebanon,Male,1,*,*
2019,951,Lebanon,Non-Black/Hispanic/Native American,1,*,*
2019,951,Lebanon,Non-Economically Disadvantaged,1,*,*
2019,951,Lebanon,Non-Homeless,1,*,*
2019,951,Lebanon,Non-Migrant,1,*,*
2019,951,Lebanon,Non-Students with Disabilities,1,*,*
2019,951,Lebanon,White,1,*,*
2019,961,Alvin C York Institute,All Students,136,125,91.9
2019,961,Alvin C York Institute,Black or African American,1,*,*
2019,961,Alvin C York Institute,Black/Hispanic/Native American,1,*,*
2019,961,Alvin C York Institute,Economically Disadvantaged,52,45,86.5
2019,961,Alvin C York Institute,Female,61,55,90.2
2019,961,Alvin C York Institute,Homeless,2,*,*
2019,961,Alvin C York Institute,Male,75,70,93.3
2019,961,Alvin C York Institute,Non-Black/Hispanic/Native American,135,125,92.6
2019,961,Alvin C York Institute,Non-Economically Disadvantaged,84,80,95.2
2019,961,Alvin C York Institute,Non-English Learners/Transitional 1-4,136,125,91.9
2019,961,Alvin C York Institute,Non-Homeless,134,123,91.8
2019,961,Alvin C York Institute,Non-Migrant,136,125,91.9
2019,961,Alvin C York Institute,Non-Students with Disabilities,117,109,93.2
2019,961,Alvin C York Institute,Students with Disabilities,19,16,84.2
2019,961,Alvin C York Institute,White,135,125,92.6
2019,963,Tennessee School for Blind,All Students,14,3,21.4
2019,963,Tennessee School for Blind,Asian,1,*,*
2019,963,Tennessee School for Blind,Black or African American,1,*,*
2019,963,Tennessee School for Blind,Black/Hispanic/Native American,5,*,*
2019,963,Tennessee School for Blind,Economically Disadvantaged,2,*,*
2019,963,Tennessee School for Blind,English Learners with Transitional 1-4,3,*,*
2019,963,Tennessee School for Blind,Female,8,*,*
2019,963,Tennessee School for Blind,Hispanic,4,*,*
2019,963,Tennessee School for Blind,Male,6,*,*
2019,963,Tennessee School for Blind,Non-Black/Hispanic/Native American,9,*,*
2019,963,Tennessee School for Blind,Non-Economically Disadvantaged,12,2,16.7
2019,963,Tennessee School for Blind,Non-English Learners/Transitional 1-4,11,2,18.2
2019,963,Tennessee School for Blind,Non-Homeless,14,3,21.4
2019,963,Tennessee School for Blind,Non-Migrant,14,3,21.4
2019,963,Tennessee School for Blind,Students with Disabilities,14,3,21.4
2019,963,Tennessee School for Blind,White,8,*,*
2019,964,Tennessee School for the Deaf,All Students,10,9,90
2019,964,Tennessee School for the Deaf,Black or African American,4,*,*
2019,964,Tennessee School for the Deaf,Black/Hispanic/Native American,4,*,*
2019,964,Tennessee School for the Deaf,Economically Disadvantaged,7,*,*
2019,964,Tennessee School for the Deaf,Female,5,*,*
2019,964,Tennessee School for the Deaf,Male,5,*,*
2019,964,Tennessee School for the Deaf,Non-Black/Hispanic/Native American,6,*,*
2019,964,Tennessee School for the Deaf,Non-Economically Disadvantaged,3,*,*
2019,964,Tennessee School for the Deaf,Non-English Learners/Transitional 1-4,10,9,90
2019,964,Tennessee School for the Deaf,Non-Homeless,10,9,90
2019,964,Tennessee School for the Deaf,Non-Migrant,10,9,90
2019,964,Tennessee School for the Deaf,Students with Disabilities,10,9,90
2019,964,Tennessee School for the Deaf,White,6,*,*
2019,970,Department Of Children's Services Education Division,All Students,676,92,13.6
2019,970,Department Of Children's Services Education Division,American Indian or Alaska Native,2,*,*
2019,970,Department Of Children's Services Education Division,Asian,2,*,*
2019,970,Department Of Children's Services Education Division,Black or African American,244,36,14.8
2019,970,Department Of Children's Services Education Division,Black/Hispanic/Native American,280,41,14.6
2019,970,Department Of Children's Services Education Division,Economically Disadvantaged,613,87,14.2
2019,970,Department Of Children's Services Education Division,English Learners with Transitional 1-4,9,*,*
2019,970,Department Of Children's Services Education Division,Female,158,21,13.3
2019,970,Department Of Children's Services Education Division,Hispanic,34,5,14.7
2019,970,Department Of Children's Services Education Division,Homeless,38,5,13.2
2019,970,Department Of Children's Services Education Division,Male,518,71,13.7
2019,970,Department Of Children's Services Education Division,Migrant,1,*,*
2019,970,Department Of Children's Services Education Division,Native Hawaiian or Other Pacific Islander,2,*,*
2019,970,Department Of Children's Services Education Division,Non-Black/Hispanic/Native American,396,51,12.9
2019,970,Department Of Children's Services Education Division,Non-Economically Disadvantaged,63,5,7.9
2019,970,Department Of Children's Services Education Division,Non-English Learners/Transitional 1-4,667,90,13.5
2019,970,Department Of Children's Services Education Division,Non-Homeless,638,87,13.6
2019,970,Department Of Children's Services Education Division,Non-Migrant,675,92,13.6
2019,970,Department Of Children's Services Education Division,Non-Students with Disabilities,450,61,13.6
2019,970,Department Of Children's Services Education Division,Students with Disabilities,226,31,13.7
2019,970,Department Of Children's Services Education Division,White,392,50,12.8
2019,985,Achievement School District,All Students,687,355,51.7
2019,985,Achievement School District,American Indian or Alaska Native,1,*,*
2019,985,Achievement School District,Asian,2,*,*
2019,985,Achievement School District,Black or African American,646,347,53.7
2019,985,Achievement School District,Black/Hispanic/Native American,667,352,52.8
2019,985,Achievement School District,Economically Disadvantaged,546,293,53.7
2019,985,Achievement School District,English Learners with Transitional 1-4,23,8,34.8
2019,985,Achievement School District,Female,352,202,57.4
2019,985,Achievement School District,Hispanic,20,5,25
2019,985,Achievement School District,Homeless,42,20,47.6
2019,985,Achievement School District,Male,335,153,45.7
2019,985,Achievement School District,Non-Black/Hispanic/Native American,20,3,15
2019,985,Achievement School District,Non-Economically Disadvantaged,141,62,44
2019,985,Achievement School District,Non-English Learners/Transitional 1-4,664,347,52.3
2019,985,Achievement School District,Non-Homeless,645,335,51.9
2019,985,Achievement School District,Non-Migrant,687,355,51.7
2019,985,Achievement School District,Non-Students with Disabilities,577,295,51.1
2019,985,Achievement School District,Students with Disabilities,110,60,54.5
2019,985,Achievement School District,White,18,3,16.7
