district_number,district,school_number,school_name,street_address_1,city,state,zipcode,phone1,phone2,countyname,year,principal,grades_served
110,Cheatham County,15,East Cheatham Elementary,3201  Bearwallow  RD,Ashland City,TN,37015,(615) 746-5251,,Cheatham County,2020,Paul Boles,Grades PK-4
110,Cheatham County,18,Harpeth Middle School,170  Harpeth  View TRL,Kingston Springs,TN,37082,(615) 952-2293,,Cheatham County,2020,Audra Fowler,Grades 5-8
110,Cheatham County,19,Harpeth High School,170  E  Kingston Springs,Kingston Springs,TN,37082,(615) 952-2811,,Cheatham County,2020,Lee Rector,Grades 9-12
110,Cheatham County,20,Kingston Springs Elementary,166 West  Kingston Springs RD,Kingston Springs,TN,37082,(615) 952-9060,,Cheatham County,2020,Lucas Winstead,Grades PK-4
110,Cheatham County,25,Pegram Elementary Fine Arts Magnet School,4552  Dogwood  LN,Pegram,TN,37143,(615) 646-6637,,Cheatham County,2020,Detra Emery,Grades PK-4
110,Cheatham County,30,Pleasant View Elementary,2625  Church  ST,Pleasant View,TN,37146,(615) 746-5035,,Cheatham County,2020,Jason Pierschbacher,Grades PK-4
110,Cheatham County,32,Sycamore Middle School,1025 Old  Clarksville PIKE,Pleasant View,TN,37146,(615) 746-8852,,Cheatham County,2020,Robyn Miller,Grades 5-8
110,Cheatham County,33,Sycamore High School,1021 Old  Clarksville PIKE,Pleasant View,TN,37146,(615) 746-5013,,Cheatham County,2020,Dawn Wenning,Grades 9-12
110,Cheatham County,35,West Cheatham Elementary,3120  Highway  12 North,Chapmansboro,TN,37035,(615) 792-5167,,Cheatham County,2020,Amber Raymer,Grades PK-4
110,Cheatham County,40,Riverside Academy,102 Elizabeth ST,Ashland City,TN,37015,(615) 792-9287,,Cheatham County,2020,Andrea Bringard,Grades 2-12
120,Chester County,5,Chester County Middle School,634 East Main ST,Henderson,TN,38340,(731) 989-8110,,Chester County,2020,Tommie Kirk,Grades 4-5
120,Chester County,8,Chester County High School,552 East Main ST,Henderson,TN,38340,(731) 989-8125,,Chester County,2020,Dr. Ricky D. Catlett,Grades 9-12
120,Chester County,10,Chester County Junior High School,930 East Main ST,Henderson,TN,38340,(731) 989-8135,,Chester County,2020,Dr. Belinda Anderson,Grades 6-8
120,Chester County,15,East Chester Elementary School,708 East Main ST,Henderson,TN,38340,(731) 989-8145,,Chester County,2020,Kim Scott,Grades PK-3
120,Chester County,25,Jacks Creek Elementary,P. O. Box 168,Jacks Creek,TN,38347,(731) 989-8155,,Chester County,2020,Tangie Sweatman,Grades KG-3
120,Chester County,30,W Chester Elementary School,1243 West Main ST,Henderson,TN,38340,(731) 989-8150,,Chester County,2020,Amy Wooley,Grades KG-3
130,Claiborne County,5,Claiborne Adult High School,1403 Tazewell RD,Tazewell,TN,37879,(423) 626-8222,,Claiborne County,2020,Early Perkins,Grades 9-12
130,Claiborne County,35,Clairfield Elementary,6360 Hwy 90,Clairfield,TN,37715,(423) 784-6052,,Claiborne County,2020,Leigh Ann Cobb,Grades KG-8
130,Claiborne County,45,Ellen Myers Primary,275  Nettleton  RD,Harrogate,TN,37752,(423) 869-2172,,Claiborne County,2020,Vicki Reams,Grades PK-4
130,Claiborne County,50,Forge Ridge School,160  Hill  RD,Harrogate,TN,37752,(423) 869-2768,,Claiborne County,2020,Charles Travis Sutton,Grades PK-8
130,Claiborne County,67,H. Y. Livesay Middle School,475 Hwy 63,Harrogate,TN,37752,(423) 869-4663,,Claiborne County,2020,Melissa Brock,Grades 5-8
130,Claiborne County,90,Midway Elementary,4411  Clouds  RD,New Tazewell,TN,37825,(423) 626-3067,,Claiborne County,2020,Sharon Tolliver,Grades PK-8
130,Claiborne County,93,Cumberland Gap High School,661 Old Jackboro PIKE,Cumberland Gap,TN,37724,(423) 869-9964,,Claiborne County,2020,David C. Hamilton,Grades 9-12
130,Claiborne County,95,Powell Valley Elementary,255 Powell Valley School LN,Speedwell,TN,37870,(423) 869-4659,,Claiborne County,2020,Melissa Edwards,Grades KG-8
130,Claiborne County,105,Soldiers Memorial Middle School,1510  Legion  ST,Tazewell,TN,37879,(423) 626-3531,,Claiborne County,2020,Lisa Jessie,Grades 5-8
130,Claiborne County,110,Claiborne High School,815 Davis DR,New Tazewell,TN,37825,(423) 626-3532,,Claiborne County,2020,Meredith Arnold,Grades 9-12
130,Claiborne County,115,Springdale Elementary,1915 Hwy  25E South,Tazewell,TN,37879,(423) 626-9142,,Claiborne County,2020,Kristi Poore,Grades KG-6
130,Claiborne County,117,Tazewell-New Tazewell Elementary,501 Davis DR,New Tazewell,TN,37825,(423) 626-9502,,Claiborne County,2020,Suzanne Anders,Grades KG-4
130,Claiborne County,140,The Alpha School,910 Alpha DR,New Tazewell,TN,37825,(423) 626-3323,,Claiborne County,2020,Joanne Wells,Grades PK-PK
140,Clay County,5,Celina K-8,1324 Mitchell ST,Celina,TN,38551,(931) 243-2391,,Clay County,2020,Alicia Dailey,Grades PK-8
140,Clay County,12,Clay County High School,P. O. Box 40 HWY,Celina,TN,38551,(931) 243-2340,,Clay County,2020,Derick Upchurch,Grades 9-12
140,Clay County,14,Clay Co Adult High School,P. O. Box 469 ST,Celina,TN,38551,(931) 243-3310,,Clay County,2020,Stephen Chitwood,Grades 9-12
140,Clay County,20,Hermitage Springs Elementary School,17580 Clay County HWY,Red Boiling Springs,TN,37150,(615) 699-2414,,Clay County,2020,John Denton,Grades PK-8
150,Cocke County,5,Bridgeport Elementary,1935 Edwina Bridgeport RD,Newport,TN,37821,(423) 623-5780,,Cocke County,2020,April Cody,Grades PK-8
150,Cocke County,10,Centerview Elementary,2400  Hwy  160,Newport,TN,37821,(423) 623-4947,,Cocke County,2020,Ginger Atkins,Grades PK-8
150,Cocke County,12,Cocke Co Adult High School,241  Hedrick  DR,Newport,TN,37821,(423) 613-0032,,Cocke County,2020,Bryan Douglas,Grades 9-12
150,Cocke County,15,Cocke Co High School,216  Hedrick  DR,Newport,TN,37821,(423) 623-8718,,Cocke County,2020,Gail Burchette,Grades 9-12
150,Cocke County,25,Cosby Elementary,3320 Cosby HWY,Cosby,TN,37722,(423) 487-3850,,Cocke County,2020,Christy Edmonds,Grades KG-8
150,Cocke County,27,Cosby High School,3318 Cosby HWY,Cosby,TN,37722,(423) 487-5602,,Cocke County,2020,Patrick O'neil,Grades 8-12
150,Cocke County,30,Del Rio Elementary,500  South  Highway 107,Del Rio,TN,37727,(423) 487-5570,,Cocke County,2020,Wanda Ramsey,Grades KG-8
150,Cocke County,35,Edgemont Elementary,375  Carson  Springs RD,Newport,TN,37821,(423) 623-2288,,Cocke County,2020,Nathan Chambers,Grades PK-8
150,Cocke County,40,Grassy Fork Elementary,4120  Big  Creek RD,Hartford,TN,37753,(423) 487-5835,,Cocke County,2020,Dr. Judy Webb,Grades PK-8
150,Cocke County,52,Northwest Elementary,344  Woodson  RD,Newport,TN,37821,(423) 623-4697,,Cocke County,2020,Dr. Shannon Grooms,Grades PK-8
150,Cocke County,55,Parrottsville Elementary,1901  Highway  321,Parrottsville,TN,37843,(423) 623-1612,,Cocke County,2020,Dr. Robert Vick,Grades PK-8
150,Cocke County,65,Smoky Mountain Elementary,135  South  32 HWY,Cosby,TN,37722,(423) 487-2255,,Cocke County,2020,Dennis Wade Williams,Grades PK-8
151,Newport,5,Newport Grammar School,301  College  ST,Newport,TN,37821,(423) 623-3811,,Cocke County,2020,Michael Short,Grades PK-8
160,Coffee County,5,Coffee County Central High School,100 Red Raider DR,Manchester,TN,37355,(931) 723-5159,,Coffee County,2020,Joey Vaughn,Grades 9-12
160,Coffee County,10,Coffee County Middle School,3063 Woodbury HWY,Manchester,TN,37355,(931) 723-5177,,Coffee County,2020,Kimberly Aaron,Grades 6-8
160,Coffee County,15,East Coffee Elementary,6264 Mcminnville HWY,Manchester,TN,37355,(931) 723-5185,,Coffee County,2020,Kelvin Shores,Grades PK-5
160,Coffee County,20,Hickerson Elementary,5017 Old Manchester HWY,Tullahoma,TN,37388,(931) 455-9576,,Coffee County,2020,Jimmy Anderson,Grades PK-5
160,Coffee County,25,Hillsboro Elementary,284  Winchester  HWY,Hillsboro,TN,37342,(931) 596-2775,,Coffee County,2020,Angela Harris,Grades PK-5
160,Coffee County,35,New Union Elementary,3320  Woodbury  Hw,Manchester,TN,37355,(931) 723-5187,,Coffee County,2020,Jill Potts,Grades PK-5
160,Coffee County,40,North Coffee Elementary,6790 Murfreesboro HWY,Manchester,TN,37355,(931) 723-5183,,Coffee County,2020,Adam Clark,Grades PK-5
160,Coffee County,45,Coffee County Koss Center,1756 McMinnville HWY,Manchester,TN,37355,(931) 723-5189,,Coffee County,2020,Major Shelton,Grades 6-12
160,Coffee County,50,Deerfield Elementary School,9123 Woodbury HWY,Manchester,TN,37355,(931) 570-2652,,Coffee County,2020,Traci McCoy,Grades PK-5
160,Coffee County,55,Coffee County Raider Academy,865 McMinnville HWY,Manchester,TN,37355,(931) 723-3309,(931) 723-3309,Coffee County,2020,Angela Gribble,Grades 9-9
161,Manchester,5,College Street Elementary,405  College  ST,Manchester,TN,37355,(931) 728-2805,,Coffee County,2020,Thomas Jacobs,Grades PK-5
161,Manchester,10,Westwood Elementary,912  Oakdale  ST,Manchester,TN,37355,(931) 728-3412,,Coffee County,2020,Melissa Glenn,Grades PK-5
161,Manchester,15,Westwood Middle School,505  Taylor  ST,Manchester,TN,37355,(931) 728-2071,,Coffee County,2020,Julie Green,Grades 6-8
162,Tullahoma,5,Bel Aire Elementary,504 Stone Blvd,Tullahoma,TN,37388,(931) 454-2610,,Coffee County,2020,Clint Epley,Grades PK-5
162,Tullahoma,15,East Middle School,908 Country Club DR,Tullahoma,TN,37388,(931) 454-2632,,Coffee County,2020,Dr. Charles Lawson,Grades 6-8
162,Tullahoma,20,East Lincoln Elementary,700 East Lincoln ST,Tullahoma,TN,37388,(931) 454-2612,,Coffee County,2020,Scott Hargrove,Grades PK-5
162,Tullahoma,23,Jack T Farrar Elementary,215 Westside DR,Tullahoma,TN,37388,(931) 454-2608,,Coffee County,2020,Debbie Edens,Grades PK-5
162,Tullahoma,25,Robert E Lee Elementary,313 Layne ST,Tullahoma,TN,37388,(931) 454-2637,,Coffee County,2020,Dr. Woody Dillehay,Grades PK-5
162,Tullahoma,35,Tullahoma High School,927 North Jackson ST,Tullahoma,TN,37388,(931) 454-2620,,Coffee County,2020,Kathy Rose,Grades 9-12
162,Tullahoma,40,West Middle School,90 Hermitage DR,Tullahoma,TN,37388,(931) 454-2605,,Coffee County,2020,Cindy Herrera,Grades 6-8
170,Crockett County,3,Crockett County High School,2014 Highway 88,Alamo,TN,38001,(731) 696-4525,,Crockett County,2020,Jared Foust,Grades 9-12
170,Crockett County,12,Crockett County Middle School,497 North Cavalier DR,Alamo,TN,38001,(731) 696-5583,,Crockett County,2020,Bobby McLaughlin,Grades 6-8
170,Crockett County,20,Friendship Elementary,6117 Highway 189,Friendship,TN,38034,(731) 677-2718,,Crockett County,2020,Cindy Nolen,Grades PK-5
170,Crockett County,25,Gadsden Elementary,18989 Highway 79,Gadsden,TN,38337,(731) 663-2453,,Crockett County,2020,Marsha Foust,Grades PK-5
170,Crockett County,40,Maury City Elementary,P. O. Box 68,Maury City,TN,38050,(731) 656-2244,,Crockett County,2020,Ashley Dodd,Grades PK-5
171,Alamo,5,Alamo Elementary,265 E  Park ST,Alamo,TN,38001,(731) 696-5515,,Crockett County,2020,Kelsie Henning,Grades PK-6
172,Bells,5,Bells Elementary,4547 Highway 88 South,Bells,TN,38006,(731) 663-2041,,Crockett County,2020,Brooks Rawson,Grades PK-5
180,Cumberland County,8,Frank P. Brown Elementary,3766 Dunbar RD,Crossville,TN,38572,(931) 788-2248,,Cumberland County,2020,Stephanie Speich,Grades PK-8
180,Cumberland County,10,Homestead Elementary School,3889 Hwy. 127 South,Crossville,TN,38572,(931) 456-8344,,Cumberland County,2020,Candace Cook,Grades PK-8
180,Cumberland County,15,Crab Orchard Elementary,240 School RD,Crab Orchard,TN,37723,(931) 484-7400,,Cumberland County,2020,Debbie Beaty,Grades PK-9
180,Cumberland County,25,Cumberland County High School,660 Stanley ST,Crossville,TN,38555,(931) 484-6194,,Cumberland County,2020,Jon Hall,Grades 9-12
180,Cumberland County,33,Glenn Martin Elementary,1362 Miller AVE,Crossville,TN,38555,(931) 484-7547,,Cumberland County,2020,Christie Upchurch VanWinkle,Grades PK-8
180,Cumberland County,53,North Cumberland Elementary,7657 Hwy. 127 North,Crossville,TN,38571,(931) 484-5174,,Cumberland County,2020,Jennifer Magnusson,Grades PK-8
180,Cumberland County,55,Pine View Elementary,349 Daysville RD,Rockwood,TN,37854,(865) 354-1986,,Cumberland County,2020,Kara Spicer,Grades PK-8
180,Cumberland County,60,Pleasant Hill Elementary,486 Main ST,Pleasant Hill,TN,38578,(931) 277-3677,,Cumberland County,2020,Dr.Tammy Knipp,Grades PK-8
180,Cumberland County,73,South Cumberland Elementary,3536 Lantana RD,Crossville,TN,38572,(931) 788-6713,,Cumberland County,2020,Darrell Threet,Grades PK-8
180,Cumberland County,74,Stone Elementary,1219 Cook RD,Crossville,TN,38571,(931) 456-5636,,Cumberland County,2020,Justin Whittenbarger,Grades PK-8
180,Cumberland County,79,Stone Memorial High School,2800 Cook RD,Crossville,TN,38571,(931) 484-5767,,Cumberland County,2020,Kelly Smith,Grades 9-12
180,Cumberland County,85,The Phoenix School,203 Taylor ST,Crossville,TN,38555,(931) 456-1228,,Cumberland County,2020,Stephanie Barnes,Grades 9-12
190,Davidson County,1,A. Z. Kelley Elementary,5834 Pettus RD,Antioch,TN,37013,(615) 941-7535,,Davidson County,2020,Ms. Heather Bethurum,Grades PK-4
190,Davidson County,3,MNPS Virtual School,4805 Park AVE,Nashville,TN,37209,(615) 259-4636,(615) 259-4636,Davidson County,2020,Kelby Garner,Grades 6-12
190,Davidson County,5,Alex Green Elementary,3921  Lloyd  RD,Whites Creek,TN,37189,(615) 876-5105,,Davidson County,2020,Ms. Robyn Beard,Grades PK-4
190,Davidson County,10,Amqui Elementary,319 Anderson LN,Madison,TN,37115,(615) 612-3678,,Davidson County,2020,Ms. Latoya Cobb,Grades PK-4
190,Davidson County,15,Andrew Jackson Elementary,110  Shute  LN,Old Hickory,TN,37138,(615) 847-7317,,Davidson County,2020,Mrs. Tara Loba,Grades PK-4
190,Davidson County,20,Antioch High School,1900  Hobson  PIKE,Antioch,TN,37013,(615) 641-5400,,Davidson County,2020,Clarissa Zellars,Grades 9-12
190,Davidson County,23,Antioch Middle,5050 Blue Hole RD,Antioch,TN,37013,(615) 333-5642,,Davidson County,2020,Celia Conley,Grades 5-8
190,Davidson County,25,Apollo Middle,631  Richards  RD,Antioch,TN,37013,(615) 333-5025,,Davidson County,2020,Stephanie Adams,Grades 5-8
190,Davidson County,35,Moses McKissack Middle,915 38th Ave N,Nashville,TN,37209,(615) 329-8170,,Davidson County,2020,Thomas Chappelle III,Grades 5-8
190,Davidson County,40,Bellevue Middle,655  Colice  Jeanne RD,Nashville,TN,37221,(615) 662-3000,,Davidson County,2020,Seth Swihart,Grades 5-8
190,Davidson County,45,Bellshire Elementary,1128 Bell Grimes LN,Nashville,TN,37207,(615) 860-1452,,Davidson County,2020,Dr. Donald Black,Grades PK-4
190,Davidson County,53,Nashville Big Picture High School,160 Rural AVE,Nashville,TN,37209,(615) 353-2081,,Davidson County,2020,Ms. Brenda Diaz,Grades 9-12
190,Davidson County,70,Buena Vista Elementary,1531 9th Avenue North,Nashville,TN,37208,(615) 291-6762,,Davidson County,2020,,Grades PK-4
190,Davidson County,77,Cane Ridge High School,12848 Old Hickory BLVD,Antioch,TN,37013,(615) 687-4000,(615) 687-4000,Davidson County,2020,Mrs. Michel Sanchez-Wall,Grades 9-12
190,Davidson County,80,Ida B. Wells Elementary,244 Foster ST,Nashville,TN,37207,(615) 291-6361,,Davidson County,2020,Dexter Adams,Grades PK-4
190,Davidson County,82,Cane Ridge Elementary,3884 Asheford Trace,Antioch,TN,37013,(615) 641-7824,,Davidson County,2020,Mrs. Donna Wilburn,Grades PK-5
190,Davidson County,105,Chadwell Elementary,321 Port DR,Madison,TN,37115,(615) 860-1459,,Davidson County,2020,Ms. Elnora Mitchell,Grades PK-4
190,Davidson County,110,Charlotte Park Elementary,480 Annex AVE,Nashville,TN,37209,(615) 353-2006,,Davidson County,2020,Julia Elmore,Grades PK-4
190,Davidson County,115,Eagle View Elementary School,1470 Eagleview BLVD,Antioch,TN,37013,(615) 259-4636,,Davidson County,2020,Shawn Lawrence,Grades PK-5
190,Davidson County,120,Cockrill Elementary,4701  Indiana  AVE,Nashville,TN,37209,(615) 298-8075,,Davidson County,2020,Dr. Carlos Comer,Grades PK-4
190,Davidson County,125,W. A. Bass Adult Program,5300 Delaware AVE,Nashville,TN,37209,(615) 298-8053,,Davidson County,2020,Henry Johnson,Grades 9-12
190,Davidson County,126,W.A. Bass Alternative Learning Center,5200 Delaware AVE,Nashville,TN,37209,(615) 298-3278,,Davidson County,2020,Henry Johnson,Grades 9-12
190,Davidson County,130,Cole Elementary,5060  Colemont  DR,Antioch,TN,37013,(615) 333-5043,,Davidson County,2020,Chad Hedgepath,Grades PK-4
190,Davidson County,140,Hattie Cotton Elementary,1033 West Greenwood AVE,Nashville,TN,37206,(615) 262-6981,,Davidson County,2020,Mrs. Jocelyn Adams,Grades PK-4
190,Davidson County,145,Crieve Hall Elementary,498  Hogan  RD,Nashville,TN,37220,(615) 333-5059,,Davidson County,2020,Nate Miley,Grades KG-4
190,Davidson County,148,Croft Middle,482 Elysian Fields DR,Nashville,TN,37211,(615) 332-0217,,Davidson County,2020,Dr. Jeremy Lewis,Grades 5-8
190,Davidson County,150,Cumberland Elementary,4247  Cato  RD,Nashville,TN,37218,(615) 291-6370,,Davidson County,2020,Jeresther Thorpe-Page,Grades KG-4
190,Davidson County,160,Dan Mills Elementary,4106  Kennedy  AVE,Nashville,TN,37216,(615) 262-6677,,Davidson County,2020,Robert Yates,Grades PK-4
190,Davidson County,165,Dodson Elementary,4401  Chandler  RD,Hermitage,TN,37076,(615) 885-8806,,Davidson County,2020,Tiffany Curtis,Grades PK-4
190,Davidson County,175,Donelson Middle,110  Stewarts  Ferry PIKE,Nashville,TN,37214,(615) 884-4080,,Davidson County,2020,Jennifer Rheinecker,Grades 5-8
190,Davidson County,180,DuPont Elementary,1311  9th  ST,Old Hickory,TN,37138,(615) 847-7305,,Davidson County,2020,Mrs. Stephanie Hoskins,Grades PK-4
190,Davidson County,185,DuPont Tyler Middle,431  Tyler  DR,Hermitage,TN,37076,(615) 885-8827,,Davidson County,2020,Fred Hewitt,Grades 5-8
190,Davidson County,190,DuPont Hadley Middle,1901 Old Hickory BLVD,Old Hickory,TN,37138,(615) 847-7300,,Davidson County,2020,Dr. Kevin Armstrong,Grades 5-8
190,Davidson County,195,Eakin Elementary,2500 Fairfax AVE,Nashville,TN,37212,(615) 298-8076,,Davidson County,2020,Eric Hartfelder,Grades KG-4
190,Davidson County,203,East Nashville Magnet High School,110 Gallatin RD,Nashville,TN,37206,(615) 262-6947,,Davidson County,2020,Dr. Jamie Jenkins,Grades 7-12
190,Davidson County,208,Thomas A. Edison Elementary,6130 Mt. View RD,Antioch,TN,37013,(615) 501-8800,,Davidson County,2020,Sonya Whitmore,Grades PK-4
190,Davidson County,220,Fall-Hamilton Elementary,510  Wedgewood  AVE,Nashville,TN,37203,(615) 291-6380,,Davidson County,2020,Mr. Matthew Portell,Grades PK-4
190,Davidson County,235,Gateway Elementary,1524 Monticello AVE,Madison,TN,37115,(615) 860-1465,,Davidson County,2020,Mr. John Garland,Grades KG-4
190,Davidson County,240,Glencliff Elementary,120  Antioch  PIKE,Nashville,TN,37211,(615) 333-5105,,Davidson County,2020,Mrs. Julie Hopkins,Grades PK-4
190,Davidson County,245,Glencliff High School,160  Antioch  PIKE,Nashville,TN,37211,(615) 333-5070,,Davidson County,2020,Clint Wilson,Grades 9-12
190,Davidson County,250,Glendale Elementary,800 Thompson AVE,Nashville,TN,37204,(615) 279-7970,,Davidson County,2020,Jeanna Collins,Grades PK-4
190,Davidson County,255,Glengarry Elementary,200  Finley  DR,Nashville,TN,37217,(615) 360-2900,,Davidson County,2020,Leslie P. Gordon,Grades PK-4
190,Davidson County,265,Glenview Elementary,1020 Patricia DR,Nashville,TN,37217,(615) 360-2906,,Davidson County,2020,Dr. Marsha McGill,Grades PK-4
190,Davidson County,270,Goodlettsville Elementary,514  Donald  ST,Goodlettsville,TN,37072,(615) 859-8950,,Davidson County,2020,Mrs. Tracy Gibson,Grades PK-4
190,Davidson County,275,Goodlettsville Middle,300 South Main ST,Goodlettsville,TN,37072,(615) 859-8956,,Davidson County,2020,Dr. Michelle Demps,Grades 5-8
190,Davidson County,280,Gower Elementary,650 Old Hickory BLVD,Nashville,TN,37209,(615) 353-2012,,Davidson County,2020,Barbara J. Frazier,Grades PK-4
190,Davidson County,285,Gra-Mar Middle,575  Joyce  LN,Nashville,TN,37216,(615) 262-6685,,Davidson County,2020,,Grades 5-8
190,Davidson County,290,Granbery Elementary,5501  Hill  RD,Brentwood,TN,37027,(615) 333-5112,,Davidson County,2020,Mr. Chad High,Grades KG-4
190,Davidson County,295,H. G. Hill Middle,150 Davidson RD,Nashville,TN,37205,(615) 353-2020,,Davidson County,2020,Dr. Carrie Jones,Grades 5-8
